时间,中信期货五年期国债期货指数,中信期货上证50股指期货指数,中信期货中证500股指期货指数,中信期货商品指数,中信期货农产品指数,中信期货油脂油料指数,中信期货有色金属指数,中信期货贵金属指数,中信期货黑色建材指数,中信期货油脂指数,中信期货饲料指数,中信期货谷物指数,中信期货煤炭指数,中信期货钢铁指数,中信期货建材指数,中信期货铁合金指数,中信期货沪深300股指期货指数,中信期货十年期国债期货指数,中信期货五年期国债期货指数,中信期货上证50股指期货指数,中信期货中证500股指期货指数,中信期货商品指数,中信期货农产品指数,中信期货油脂油料指数,中信期货有色金属指数,中信期货贵金属指数,中信期货黑色建材指数,中信期货油脂指数,中信期货饲料指数,中信期货谷物指数,中信期货煤炭指数,中信期货钢铁指数,中信期货建材指数,中信期货铁合金指数,中信期货沪深300股指期货指数,中信期货十年期国债期货指数,中信期货五年期国债期货指数,中信期货上证50股指期货指数,中信期货中证500股指期货指数,中信期货商品指数,中信期货农产品指数,中信期货油脂油料指数,中信期货有色金属指数,中信期货贵金属指数,中信期货黑色建材指数,中信期货油脂指数,中信期货饲料指数,中信期货谷物指数,中信期货煤炭指数,中信期货钢铁指数,中信期货建材指数,中信期货铁合金指数,中信期货沪深300股指期货指数,中信期货十年期国债期货指数
2010/1/4,0,0,0,132.7521,104.7712,126.5751,213.6822,128.5776,0,132.7282,108.5786,113.9496,0,100,100,0,0,0,0,0,0,132.7521,104.7712,126.5751,213.6822,128.5776,0,132.7282,108.5786,113.9496,0,100,100,0,0,0,0,0,0,132.7521,104.7712,126.5751,213.6822,128.5776,0,132.7282,108.5786,113.9496,0,100,100,0,0,0
2010/1/5,0,0,0,133.8656,104.908,126.7371,216.0479,132.378,0,133.0544,108.5351,114.0874,0,100.2184,100.2184,0,0,0,0,0,0,133.8656,104.908,126.7371,216.0479,132.378,0,133.0544,108.5351,114.0874,0,100.2184,100.2184,0,0,0,0,0,0,133.8656,104.908,126.7371,216.0479,132.378,0,133.0544,108.5351,114.0874,0,100.2184,100.2184,0,0,0
2010/1/6,0,0,0,135.4722,105.6078,128.1674,220.021,131.2645,0,133.761,109.4824,116.0145,0,100.9391,100.9391,0,0,0,0,0,0,135.4722,105.6078,128.1674,220.021,131.2645,0,133.761,109.4824,116.0145,0,100.9391,100.9391,0,0,0,0,0,0,135.4722,105.6078,128.1674,220.021,131.2645,0,133.761,109.4824,116.0145,0,100.9391,100.9391,0,0,0
2010/1/7,0,0,0,133.2287,103.2598,124.7652,218.1923,131.9232,0,129.8501,107.7102,113.8761,0,98.0345,98.0345,0,0,0,0,0,0,133.2287,103.2598,124.7652,218.1923,131.9232,0,129.8501,107.7102,113.8761,0,98.0345,98.0345,0,0,0,0,0,0,133.2287,103.2598,124.7652,218.1923,131.9232,0,129.8501,107.7102,113.8761,0,98.0345,98.0345,0,0,0
2010/1/8,0,0,0,131.9205,101.8474,123.0943,215.6465,130.4595,0,128.0065,107.7562,113.4452,0,97.4449,97.4449,0,0,0,0,0,0,131.9205,101.8474,123.0943,215.6465,130.4595,0,128.0065,107.7562,113.4452,0,97.4449,97.4449,0,0,0,0,0,0,131.9205,101.8474,123.0943,215.6465,130.4595,0,128.0065,107.7562,113.4452,0,97.4449,97.4449,0,0,0
2010/1/11,0,0,0,134.0426,102.503,124.2496,221.7195,134.2704,0,129.2485,108.1953,114.2232,0,98.6242,98.6242,0,0,0,0,0,0,134.0426,102.503,124.2496,221.7195,134.2704,0,129.2485,108.1953,114.2232,0,98.6242,98.6242,0,0,0,0,0,0,134.0426,102.503,124.2496,221.7195,134.2704,0,129.2485,108.1953,114.2232,0,98.6242,98.6242,0,0,0
2010/1/12,0,0,0,133.1304,101.9242,123.0955,220.2646,134.4272,0,127.7997,107.2516,113.4549,0,98.4931,98.4931,0,0,0,0,0,0,133.1304,101.9242,123.0955,220.2646,134.4272,0,127.7997,107.2516,113.4549,0,98.4931,98.4931,0,0,0,0,0,0,133.1304,101.9242,123.0955,220.2646,134.4272,0,127.7997,107.2516,113.4549,0,98.4931,98.4931,0,0,0
2010/1/13,0,0,0,129.3019,98.9795,119.6357,212.3316,131.0659,0,123.7961,104.9172,111.3461,0,96.4839,96.4839,0,0,0,0,0,0,129.3019,98.9795,119.6357,212.3316,131.0659,0,123.7961,104.9172,111.3461,0,96.4839,96.4839,0,0,0,0,0,0,129.3019,98.9795,119.6357,212.3316,131.0659,0,123.7961,104.9172,111.3461,0,96.4839,96.4839,0,0,0
2010/1/14,0,0,0,130.712,99.678,120.3059,215.3977,132.2421,0,125.0084,105.3813,111.7312,0,96.8115,96.8115,0,0,0,0,0,0,130.712,99.678,120.3059,215.3977,132.2421,0,125.0084,105.3813,111.7312,0,96.8115,96.8115,0,0,0,0,0,0,130.712,99.678,120.3059,215.3977,132.2421,0,125.0084,105.3813,111.7312,0,96.8115,96.8115,0,0,0
2010/1/15,0,0,0,129.4823,99.1906,119.9494,214.621,131.8448,0,124.1657,105.3752,111.5435,0,95.392,95.392,0,0,0,0,0,0,129.4823,99.1906,119.9494,214.621,131.8448,0,124.1657,105.3752,111.5435,0,95.392,95.392,0,0,0,0,0,0,129.4823,99.1906,119.9494,214.621,131.8448,0,124.1657,105.3752,111.5435,0,95.392,95.392,0,0,0
2010/1/18,0,0,0,129.8465,99.3166,119.8215,215.8078,131.6357,0,123.6183,105.8776,111.5623,0,95.9817,95.9817,0,0,0,0,0,0,129.8465,99.3166,119.8215,215.8078,131.6357,0,123.6183,105.8776,111.5623,0,95.9817,95.9817,0,0,0,0,0,0,129.8465,99.3166,119.8215,215.8078,131.6357,0,123.6183,105.8776,111.5623,0,95.9817,95.9817,0,0,0
2010/1/19,0,0,0,130.7584,99.5626,120.1429,218.284,131.9389,0,124.0111,106.0071,111.7312,0,95.6978,95.6978,0,0,0,0,0,0,130.7584,99.5626,120.1429,218.284,131.9389,0,124.0111,106.0071,111.7312,0,95.6978,95.6978,0,0,0,0,0,0,130.7584,99.5626,120.1429,218.284,131.9389,0,124.0111,106.0071,111.7312,0,95.6978,95.6978,0,0,0
2010/1/20,0,0,0,129.7458,98.5948,118.2646,215.9534,131.4109,0,121.7385,105.0072,110.6076,0,95.3047,95.3047,0,0,0,0,0,0,129.7458,98.5948,118.2646,215.9534,131.4109,0,121.7385,105.0072,110.6076,0,95.3047,95.3047,0,0,0,0,0,0,129.7458,98.5948,118.2646,215.9534,131.4109,0,121.7385,105.0072,110.6076,0,95.3047,95.3047,0,0,0
2010/1/21,0,0,0,130.8178,99.9989,119.4578,215.7146,129.8008,0,123.4574,105.4448,111.4032,0,95.0426,95.0426,0,0,0,0,0,0,130.8178,99.9989,119.4578,215.7146,129.8008,0,123.4574,105.4448,111.4032,0,95.0426,95.0426,0,0,0,0,0,0,130.8178,99.9989,119.4578,215.7146,129.8008,0,123.4574,105.4448,111.4032,0,95.0426,95.0426,0,0,0
2010/1/22,0,0,0,128.08,99.4262,119.2156,210.0035,127.1975,0,123.4298,104.7109,110.7681,0,93.6449,93.6449,0,0,0,0,0,0,128.08,99.4262,119.2156,210.0035,127.1975,0,123.4298,104.7109,110.7681,0,93.6449,93.6449,0,0,0,0,0,0,128.08,99.4262,119.2156,210.0035,127.1975,0,123.4298,104.7109,110.7681,0,93.6449,93.6449,0,0,0
2010/1/25,0,0,0,128.4365,99.465,119.2808,211.8879,128.2639,0,123.2835,104.483,110.8994,0,93.4265,93.4265,0,0,0,0,0,0,128.4365,99.465,119.2808,211.8879,128.2639,0,123.2835,104.483,110.8994,0,93.4265,93.4265,0,0,0,0,0,0,128.4365,99.465,119.2808,211.8879,128.2639,0,123.2835,104.483,110.8994,0,93.4265,93.4265,0,0,0
2010/1/26,0,0,0,127.0957,98.8232,118.0621,208.7205,127.0825,0,121.5614,103.718,110.2681,0,93.1426,93.1426,0,0,0,0,0,0,127.0957,98.8232,118.0621,208.7205,127.0825,0,121.5614,103.718,110.2681,0,93.1426,93.1426,0,0,0,0,0,0,127.0957,98.8232,118.0621,208.7205,127.0825,0,121.5614,103.718,110.2681,0,93.1426,93.1426,0,0,0
2010/1/27,0,0,0,127.3209,99.0602,118.9679,209.5891,127.4536,0,122.5744,103.9578,110.941,0,94.2564,94.2564,0,0,0,0,0,0,127.3209,99.0602,118.9679,209.5891,127.4536,0,122.5744,103.9578,110.941,0,94.2564,94.2564,0,0,0,0,0,0,127.3209,99.0602,118.9679,209.5891,127.4536,0,122.5744,103.9578,110.941,0,94.2564,94.2564,0,0,0
2010/1/28,0,0,0,124.4876,97.4055,117.4147,201.8327,126.2147,0,121.4271,102.5993,109.5363,0,93.7541,93.7541,0,0,0,0,0,0,124.4876,97.4055,117.4147,201.8327,126.2147,0,121.4271,102.5993,109.5363,0,93.7541,93.7541,0,0,0,0,0,0,124.4876,97.4055,117.4147,201.8327,126.2147,0,121.4271,102.5993,109.5363,0,93.7541,93.7541,0,0,0
2010/1/29,0,0,0,123.0308,97.0936,116.7212,195.3606,125.1274,0,120.492,102.4172,109.6076,0,93.907,93.907,0,0,0,0,0,0,123.0308,97.0936,116.7212,195.3606,125.1274,0,120.492,102.4172,109.6076,0,93.907,93.907,0,0,0,0,0,0,123.0308,97.0936,116.7212,195.3606,125.1274,0,120.492,102.4172,109.6076,0,93.907,93.907,0,0,0
2010/2/1,0,0,0,121.9847,96.2016,114.5879,192.8863,125.2319,0,118.9451,100.8119,108.004,0,93.7978,93.7978,0,0,0,0,0,0,121.9847,96.2016,114.5879,192.8863,125.2319,0,118.9451,100.8119,108.004,0,93.7978,93.7978,0,0,0,0,0,0,121.9847,96.2016,114.5879,192.8863,125.2319,0,118.9451,100.8119,108.004,0,93.7978,93.7978,0,0,0
2010/2/2,0,0,0,121.0705,96.0581,114.0304,192.3829,127.9398,0,118.969,100.2928,107.4227,0,90.8277,90.8277,0,0,0,0,0,0,121.0705,96.0581,114.0304,192.3829,127.9398,0,118.969,100.2928,107.4227,0,90.8277,90.8277,0,0,0,0,0,0,121.0705,96.0581,114.0304,192.3829,127.9398,0,118.969,100.2928,107.4227,0,90.8277,90.8277,0,0,0
2010/2/3,0,0,0,123.6205,97.847,115.999,198.1551,129.2467,0,121.5755,101.6069,108.6008,0,91.2863,91.2863,0,0,0,0,0,0,123.6205,97.847,115.999,198.1551,129.2467,0,121.5755,101.6069,108.6008,0,91.2863,91.2863,0,0,0,0,0,0,123.6205,97.847,115.999,198.1551,129.2467,0,121.5755,101.6069,108.6008,0,91.2863,91.2863,0,0,0
2010/2/4,0,0,0,121.4434,97.0178,115.111,192.3889,128.1332,0,120.5527,100.7699,107.8085,0,89.8668,89.8668,0,0,0,0,0,0,121.4434,97.0178,115.111,192.3889,128.1332,0,120.5527,100.7699,107.8085,0,89.8668,89.8668,0,0,0,0,0,0,121.4434,97.0178,115.111,192.3889,128.1332,0,120.5527,100.7699,107.8085,0,89.8668,89.8668,0,0,0
2010/2/5,0,0,0,119.6276,96.9935,115.6281,186.2032,123.2507,0,120.9261,101.0744,108.3632,0,89.7358,89.7358,0,0,0,0,0,0,119.6276,96.9935,115.6281,186.2032,123.2507,0,120.9261,101.0744,108.3632,0,89.7358,89.7358,0,0,0,0,0,0,119.6276,96.9935,115.6281,186.2032,123.2507,0,120.9261,101.0744,108.3632,0,89.7358,89.7358,0,0,0
2010/2/8,0,0,0,120.4073,97.6418,116.7789,187.7485,123.8205,0,122.4433,101.6355,108.8191,0,90.1725,90.1725,0,0,0,0,0,0,120.4073,97.6418,116.7789,187.7485,123.8205,0,122.4433,101.6355,108.8191,0,90.1725,90.1725,0,0,0,0,0,0,120.4073,97.6418,116.7789,187.7485,123.8205,0,122.4433,101.6355,108.8191,0,90.1725,90.1725,0,0,0
2010/2/9,0,0,0,121.3531,97.7952,116.8501,189.8592,124.6621,0,122.5092,101.6559,108.7444,0,90.784,90.784,0,0,0,0,0,0,121.3531,97.7952,116.8501,189.8592,124.6621,0,122.5092,101.6559,108.7444,0,90.784,90.784,0,0,0,0,0,0,121.3531,97.7952,116.8501,189.8592,124.6621,0,122.5092,101.6559,108.7444,0,90.784,90.784,0,0,0
2010/2/10,0,0,0,123.1807,98.3294,116.1989,194.2746,125.3835,0,122.2668,101.5157,108.2852,0,91.6794,91.6794,0,0,0,0,0,0,123.1807,98.3294,116.1989,194.2746,125.3835,0,122.2668,101.5157,108.2852,0,91.6794,91.6794,0,0,0,0,0,0,123.1807,98.3294,116.1989,194.2746,125.3835,0,122.2668,101.5157,108.2852,0,91.6794,91.6794,0,0,0
2010/2/11,0,0,0,124.5294,99.0004,117.3058,196.5704,125.6187,0,123.2297,102.2674,108.7028,0,92.3564,92.3564,0,0,0,0,0,0,124.5294,99.0004,117.3058,196.5704,125.6187,0,123.2297,102.2674,108.7028,0,92.3564,92.3564,0,0,0,0,0,0,124.5294,99.0004,117.3058,196.5704,125.6187,0,123.2297,102.2674,108.7028,0,92.3564,92.3564,0,0,0
2010/2/12,0,0,0,125.867,98.9972,116.8107,199.8411,126.612,0,122.5953,102.2494,108.4034,0,93.7541,93.7541,0,0,0,0,0,0,125.867,98.9972,116.8107,199.8411,126.612,0,122.5953,102.2494,108.4034,0,93.7541,93.7541,0,0,0,0,0,0,125.867,98.9972,116.8107,199.8411,126.612,0,122.5953,102.2494,108.4034,0,93.7541,93.7541,0,0,0
2010/2/22,0,0,0,127.663,99.6614,118.4052,207.236,129.8165,0,124.7003,103.2074,109.2977,0,92.6622,92.6622,0,0,0,0,0,0,127.663,99.6614,118.4052,207.236,129.8165,0,124.7003,103.2074,109.2977,0,92.6622,92.6622,0,0,0,0,0,0,127.663,99.6614,118.4052,207.236,129.8165,0,124.7003,103.2074,109.2977,0,92.6622,92.6622,0,0,0
2010/2/23,0,0,0,128.4673,100.7273,120.0771,206.9461,129.2362,0,126.112,104.6677,110.5148,0,93.5357,93.5357,0,0,0,0,0,0,128.4673,100.7273,120.0771,206.9461,129.2362,0,126.112,104.6677,110.5148,0,93.5357,93.5357,0,0,0,0,0,0,128.4673,100.7273,120.0771,206.9461,129.2362,0,126.112,104.6677,110.5148,0,93.5357,93.5357,0,0,0
2010/2/24,0,0,0,127.7026,100.3002,119.3193,204.6634,128.1071,0,125.0528,104.2972,110.1725,0,92.8805,92.8805,0,0,0,0,0,0,127.7026,100.3002,119.3193,204.6634,128.1071,0,125.0528,104.2972,110.1725,0,92.8805,92.8805,0,0,0,0,0,0,127.7026,100.3002,119.3193,204.6634,128.1071,0,125.0528,104.2972,110.1725,0,92.8805,92.8805,0,0,0
2010/2/25,0,0,0,126.5866,99.6699,118.556,203.6721,126.6538,0,124.2337,103.7541,109.7627,0,91.9196,91.9196,0,0,0,0,0,0,126.5866,99.6699,118.556,203.6721,126.6538,0,124.2337,103.7541,109.7627,0,91.9196,91.9196,0,0,0,0,0,0,126.5866,99.6699,118.556,203.6721,126.6538,0,124.2337,103.7541,109.7627,0,91.9196,91.9196,0,0,0
2010/2/26,0,0,0,126.641,99.6217,118.0813,203.6094,128.8076,0,123.6845,103.2517,109.5075,0,92.0288,92.0288,0,0,0,0,0,0,126.641,99.6217,118.0813,203.6094,128.8076,0,123.6845,103.2517,109.5075,0,92.0288,92.0288,0,0,0,0,0,0,126.641,99.6217,118.0813,203.6094,128.8076,0,123.6845,103.2517,109.5075,0,92.0288,92.0288,0,0,0
2010/3/1,0,0,0,128.1232,100.2963,119.3404,210.7244,129.5342,0,124.6339,104.3237,110.6908,0,91.9196,91.9196,0,0,0,0,0,0,128.1232,100.2963,119.3404,210.7244,129.5342,0,124.6339,104.3237,110.6908,0,91.9196,91.9196,0,0,0,0,0,0,128.1232,100.2963,119.3404,210.7244,129.5342,0,124.6339,104.3237,110.6908,0,91.9196,91.9196,0,0,0
2010/3/2,0,0,0,125.9832,99.6037,118.8219,205.2349,129.3199,0,124.3458,103.5395,110.3778,0,90.7403,90.7403,0,0,0,0,0,0,125.9832,99.6037,118.8219,205.2349,129.3199,0,124.3458,103.5395,110.3778,0,90.7403,90.7403,0,0,0,0,0,0,125.9832,99.6037,118.8219,205.2349,129.3199,0,124.3458,103.5395,110.3778,0,90.7403,90.7403,0,0,0
2010/3/3,0,0,0,126.4572,100.1008,119.5626,207.2844,131.6827,0,125.4745,103.7325,110.6746,0,90.4783,90.4783,0,0,0,0,0,0,126.4572,100.1008,119.5626,207.2844,131.6827,0,125.4745,103.7325,110.6746,0,90.4783,90.4783,0,0,0,0,0,0,126.4572,100.1008,119.5626,207.2844,131.6827,0,125.4745,103.7325,110.6746,0,90.4783,90.4783,0,0,0
2010/3/4,0,0,0,125.4943,99.0014,117.941,206.442,131.2384,0,124.0668,102.5144,109.503,0,90.4346,90.4346,0,0,0,0,0,0,125.4943,99.0014,117.941,206.442,131.2384,0,124.0668,102.5144,109.503,0,90.4346,90.4346,0,0,0,0,0,0,125.4943,99.0014,117.941,206.442,131.2384,0,124.0668,102.5144,109.503,0,90.4346,90.4346,0,0,0
2010/3/5,0,0,0,126.3326,99.501,118.4478,207.9632,131.3586,0,125.6676,102.3622,109.4958,0,91.0242,91.0242,0,0,0,0,0,0,126.3326,99.501,118.4478,207.9632,131.3586,0,125.6676,102.3622,109.4958,0,91.0242,91.0242,0,0,0,0,0,0,126.3326,99.501,118.4478,207.9632,131.3586,0,125.6676,102.3622,109.4958,0,91.0242,91.0242,0,0,0
2010/3/8,0,0,0,127.7942,99.987,118.8705,211.1301,131.7402,0,125.9502,102.9533,109.7822,0,91.4829,91.4829,0,0,0,0,0,0,127.7942,99.987,118.8705,211.1301,131.7402,0,125.9502,102.9533,109.7822,0,91.4829,91.4829,0,0,0,0,0,0,127.7942,99.987,118.8705,211.1301,131.7402,0,125.9502,102.9533,109.7822,0,91.4829,91.4829,0,0,0
2010/3/9,0,0,0,129.7326,100.1135,119.1905,209.6158,129.8322,0,126.8166,102.9113,109.8569,0,101.2448,101.2448,0,0,0,0,0,0,129.7326,100.1135,119.1905,209.6158,129.8322,0,126.8166,102.9113,109.8569,0,101.2448,101.2448,0,0,0,0,0,0,129.7326,100.1135,119.1905,209.6158,129.8322,0,126.8166,102.9113,109.8569,0,101.2448,101.2448,0,0,0
2010/3/10,0,0,0,127.3747,99.3794,118.9681,211.0596,130.3968,0,126.4504,102.8059,109.753,0,91.9196,91.9196,0,0,0,0,0,0,127.3747,99.3794,118.9681,211.0596,130.3968,0,126.4504,102.8059,109.753,0,91.9196,91.9196,0,0,0,0,0,0,127.3747,99.3794,118.9681,211.0596,130.3968,0,126.4504,102.8059,109.753,0,91.9196,91.9196,0,0,0
2010/3/11,0,0,0,125.7389,98.4563,118.6618,206.9044,128.5619,0,125.3254,102.7639,110.0134,0,92.0014,92.0014,0,0,0,0,0,0,125.7389,98.4563,118.6618,206.9044,128.5619,0,125.3254,102.7639,110.0134,0,92.0014,92.0014,0,0,0,0,0,0,125.7389,98.4563,118.6618,206.9044,128.5619,0,125.3254,102.7639,110.0134,0,92.0014,92.0014,0,0,0
2010/3/12,0,0,0,125.4319,97.9026,117.5385,207.8251,129.0271,0,124.4267,102.1454,109.482,0,91.9964,91.9964,0,0,0,0,0,0,125.4319,97.9026,117.5385,207.8251,129.0271,0,124.4267,102.1454,109.482,0,91.9964,91.9964,0,0,0,0,0,0,125.4319,97.9026,117.5385,207.8251,129.0271,0,124.4267,102.1454,109.482,0,91.9964,91.9964,0,0,0
2010/3/15,0,0,0,123.7072,97.5647,117.2201,203.6433,128.0705,0,123.7428,102.4645,109.6495,0,92.3259,92.3259,0,0,0,0,0,0,123.7072,97.5647,117.2201,203.6433,128.0705,0,123.7428,102.4645,109.6495,0,92.3259,92.3259,0,0,0,0,0,0,123.7072,97.5647,117.2201,203.6433,128.0705,0,123.7428,102.4645,109.6495,0,92.3259,92.3259,0,0,0
2010/3/16,0,0,0,124.5453,97.2125,118.0783,204.9202,128.7762,0,123.7725,103.4835,110.3873,0,94.6715,94.6715,0,0,0,0,0,0,124.5453,97.2125,118.0783,204.9202,128.7762,0,123.7725,103.4835,110.3873,0,94.6715,94.6715,0,0,0,0,0,0,124.5453,97.2125,118.0783,204.9202,128.7762,0,123.7725,103.4835,110.3873,0,94.6715,94.6715,0,0,0
2010/3/17,0,0,0,126.2482,98.2618,118.4068,208.9133,130.7575,0,124.3417,103.6586,110.5705,0,94.3348,94.3348,0,0,0,0,0,0,126.2482,98.2618,118.4068,208.9133,130.7575,0,124.3417,103.6586,110.5705,0,94.3348,94.3348,0,0,0,0,0,0,126.2482,98.2618,118.4068,208.9133,130.7575,0,124.3417,103.6586,110.5705,0,94.3348,94.3348,0,0,0
2010/3/18,0,0,0,125.4842,98.1829,117.8483,206.7833,129.921,0,123.5395,103.372,110.2646,0,93.7407,93.7407,0,0,0,0,0,0,125.4842,98.1829,117.8483,206.7833,129.921,0,123.5395,103.372,110.2646,0,93.7407,93.7407,0,0,0,0,0,0,125.4842,98.1829,117.8483,206.7833,129.921,0,123.5395,103.372,110.2646,0,93.7407,93.7407,0,0,0
2010/3/19,0,0,0,126.7157,98.9362,118.8166,209.1738,130.0151,0,124.1867,104.5962,111.016,0,94.216,94.216,0,0,0,0,0,0,126.7157,98.9362,118.8166,209.1738,130.0151,0,124.1867,104.5962,111.016,0,94.216,94.216,0,0,0,0,0,0,126.7157,98.9362,118.8166,209.1738,130.0151,0,124.1867,104.5962,111.016,0,94.216,94.216,0,0,0
2010/3/22,0,0,0,126.2937,99.1294,119.045,206.6137,128.0705,0,124.6932,104.6022,111.2881,0,94.4339,94.4339,0,0,0,0,0,0,126.2937,99.1294,119.045,206.6137,128.0705,0,124.6932,104.6022,111.2881,0,94.4339,94.4339,0,0,0,0,0,0,126.2937,99.1294,119.045,206.6137,128.0705,0,124.6932,104.6022,111.2881,0,94.4339,94.4339,0,0,0
2010/3/23,0,0,0,125.5967,98.4846,119.0812,206.4681,127.8143,0,124.7564,104.5123,111.216,0,93.9189,93.9189,0,0,0,0,0,0,125.5967,98.4846,119.0812,206.4681,127.8143,0,124.7564,104.5123,111.216,0,93.9189,93.9189,0,0,0,0,0,0,125.5967,98.4846,119.0812,206.4681,127.8143,0,124.7564,104.5123,111.216,0,93.9189,93.9189,0,0,0
2010/3/24,0,0,0,125.5434,98.1576,118.861,205.4742,127.5007,0,124.7691,104.0962,110.8932,0,94.6319,94.6319,0,0,0,0,0,0,125.5434,98.1576,118.861,205.4742,127.5007,0,124.7691,104.0962,110.8932,0,94.6319,94.6319,0,0,0,0,0,0,125.5434,98.1576,118.861,205.4742,127.5007,0,124.7691,104.0962,110.8932,0,94.6319,94.6319,0,0,0
2010/3/25,0,0,0,126.2811,98.5178,119.0485,205.2191,126.4029,0,124.8497,104.5159,111.153,0,94.9884,94.9884,0,0,0,0,0,0,126.2811,98.5178,119.0485,205.2191,126.4029,0,124.8497,104.5159,111.153,0,94.9884,94.9884,0,0,0,0,0,0,126.2811,98.5178,119.0485,205.2191,126.4029,0,124.8497,104.5159,111.153,0,94.9884,94.9884,0,0,0
2010/3/26,0,0,0,126.9328,98.5221,118.5909,207.9515,127.4902,0,124.2399,104.4141,111.1211,0,94.929,94.929,0,0,0,0,0,0,126.9328,98.5221,118.5909,207.9515,127.4902,0,124.2399,104.4141,111.1211,0,94.929,94.929,0,0,0,0,0,0,126.9328,98.5221,118.5909,207.9515,127.4902,0,124.2399,104.4141,111.1211,0,94.929,94.929,0,0,0
2010/3/29,0,0,0,128.5507,98.9329,119.0654,213.2808,128.6037,0,124.5897,105.3039,111.9198,0,95.2657,95.2657,0,0,0,0,0,0,128.5507,98.9329,119.0654,213.2808,128.6037,0,124.5897,105.3039,111.9198,0,95.2657,95.2657,0,0,0,0,0,0,128.5507,98.9329,119.0654,213.2808,128.6037,0,124.5897,105.3039,111.9198,0,95.2657,95.2657,0,0,0
2010/3/30,0,0,0,127.8759,99.1318,119.8115,212.5123,128.8389,0,125.2335,105.3805,112.1329,0,94.2952,94.2952,0,0,0,0,0,0,127.8759,99.1318,119.8115,212.5123,128.8389,0,125.2335,105.3805,112.1329,0,94.2952,94.2952,0,0,0,0,0,0,127.8759,99.1318,119.8115,212.5123,128.8389,0,125.2335,105.3805,112.1329,0,94.2952,94.2952,0,0,0
2010/3/31,0,0,0,127.2499,99.0202,119.7165,211.0529,128.2221,0,124.8217,105.4201,111.9764,0,94.1764,94.1764,0,0,0,0,0,0,127.2499,99.0202,119.7165,211.0529,128.2221,0,124.8217,105.4201,111.9764,0,94.1764,94.1764,0,0,0,0,0,0,127.2499,99.0202,119.7165,211.0529,128.2221,0,124.8217,105.4201,111.9764,0,94.1764,94.1764,0,0,0
2010/4/1,0,0,0,127.5759,98.515,119.1887,213.9095,128.5514,0,124.7692,104.8423,111.7348,0,94.1368,94.1368,0,0,0,0,0,0,127.5759,98.515,119.1887,213.9095,128.5514,0,124.7692,104.8423,111.7348,0,94.1368,94.1368,0,0,0,0,0,0,127.5759,98.515,119.1887,213.9095,128.5514,0,124.7692,104.8423,111.7348,0,94.1368,94.1368,0,0,0
2010/4/2,0,0,0,128.5306,99.1816,119.6171,215.5942,129.6597,0,125.293,105.1468,111.9517,0,94.7904,94.7904,0,0,0,0,0,0,128.5306,99.1816,119.6171,215.5942,129.6597,0,125.293,105.1468,111.9517,0,94.7904,94.7904,0,0,0,0,0,0,128.5306,99.1816,119.6171,215.5942,129.6597,0,125.293,105.1468,111.9517,0,94.7904,94.7904,0,0,0
2010/4/6,0,0,0,129.3409,99.1131,119.5096,216.7179,130.0099,0,125.2109,105.0869,111.9971,0,95.543,95.543,0,0,0,0,0,0,129.3409,99.1131,119.5096,216.7179,130.0099,0,125.2109,105.0869,111.9971,0,95.543,95.543,0,0,0,0,0,0,129.3409,99.1131,119.5096,216.7179,130.0099,0,125.2109,105.0869,111.9971,0,95.543,95.543,0,0,0
2010/4/7,0,0,0,129.6953,99.6612,120.6232,216.0141,131.045,0,126.9367,105.317,112.1738,0,95.9787,95.9787,0,0,0,0,0,0,129.6953,99.6612,120.6232,216.0141,131.045,0,126.9367,105.317,112.1738,0,95.9787,95.9787,0,0,0,0,0,0,129.6953,99.6612,120.6232,216.0141,131.045,0,126.9367,105.317,112.1738,0,95.9787,95.9787,0,0,0
2010/4/8,0,0,0,128.4573,99.1989,120.2404,212.9822,131.6305,0,126.7091,104.4451,111.3875,0,95.2657,95.2657,0,0,0,0,0,0,128.4573,99.1989,120.2404,212.9822,131.6305,0,126.7091,104.4451,111.3875,0,95.2657,95.2657,0,0,0,0,0,0,128.4573,99.1989,120.2404,212.9822,131.6305,0,126.7091,104.4451,111.3875,0,95.2657,95.2657,0,0,0
2010/4/9,0,0,0,129.4544,99.5845,120.6998,215.029,132.6237,0,127.41,104.4415,111.4505,0,96.0183,96.0183,0,0,0,0,0,0,129.4544,99.5845,120.6998,215.029,132.6237,0,127.41,104.4415,111.4505,0,96.0183,96.0183,0,0,0,0,0,0,129.4544,99.5845,120.6998,215.029,132.6237,0,127.41,104.4415,111.4505,0,96.0183,96.0183,0,0,0
2010/4/12,0,0,0,129.9949,99.959,121.0738,215.593,133.5228,0,127.6535,104.6056,111.5695,0,96.4937,96.4937,0,0,0,0,0,0,129.9949,99.959,121.0738,215.593,133.5228,0,127.6535,104.6056,111.5695,0,96.4937,96.4937,0,0,0,0,0,0,129.9949,99.959,121.0738,215.593,133.5228,0,127.6535,104.6056,111.5695,0,96.4937,96.4937,0,0,0
2010/4/13,0,0,0,129.6712,99.9964,120.9433,214.2138,132.493,0,127.1282,105.252,111.9103,0,96.6719,96.6719,0,0,0,0,0,0,129.6712,99.9964,120.9433,214.2138,132.493,0,127.1282,105.252,111.9103,0,96.6719,96.6719,0,0,0,0,0,0,129.6712,99.9964,120.9433,214.2138,132.493,0,127.1282,105.252,111.9103,0,96.6719,96.6719,0,0,0
