时间,中信期货五年期国债期货指数,中信期货上证50股指期货指数,中信期货中证500股指期货指数,中信期货商品指数,中信期货农产品指数,中信期货油脂油料指数,中信期货有色金属指数,中信期货贵金属指数,中信期货黑色建材指数,中信期货油脂指数,中信期货饲料指数,中信期货谷物指数,中信期货煤炭指数,中信期货钢铁指数,中信期货建材指数,中信期货铁合金指数,中信期货沪深300股指期货指数,中信期货十年期国债期货指数,中信期货五年期国债期货指数,中信期货上证50股指期货指数,中信期货中证500股指期货指数,中信期货商品指数,中信期货农产品指数,中信期货油脂油料指数,中信期货有色金属指数,中信期货贵金属指数,中信期货黑色建材指数,中信期货油脂指数,中信期货饲料指数,中信期货谷物指数,中信期货煤炭指数,中信期货钢铁指数,中信期货建材指数,中信期货铁合金指数,中信期货沪深300股指期货指数,中信期货十年期国债期货指数,中信期货五年期国债期货指数,中信期货上证50股指期货指数,中信期货中证500股指期货指数,中信期货商品指数,中信期货农产品指数,中信期货油脂油料指数,中信期货有色金属指数,中信期货贵金属指数,中信期货黑色建材指数,中信期货油脂指数,中信期货饲料指数,中信期货谷物指数,中信期货煤炭指数,中信期货钢铁指数,中信期货建材指数,中信期货铁合金指数,中信期货沪深300股指期货指数,中信期货十年期国债期货指数
2011/7/1,0,0,0,136.0796,117.63,135.9336,221.0794,160.424,0,149.1305,118.26,120.3909,0,84.7402,84.7402,0,81.7231,0,0,0,0,136.0796,117.63,135.9336,221.0794,160.424,0,149.1305,118.26,120.3909,0,84.7402,84.7402,0,81.7231,0,0,0,0,136.0796,117.63,135.9336,221.0794,160.424,0,149.1305,118.26,120.3909,0,84.7402,84.7402,0,81.7231,0
2011/7/4,0,0,0,138.3355,118.8628,136.9984,223.7684,160.5012,0,150.6852,118.7255,121.1384,0,85.9236,85.9236,0,83.6632,0,0,0,0,138.3355,118.8628,136.9984,223.7684,160.5012,0,150.6852,118.7255,121.1384,0,85.9236,85.9236,0,83.6632,0,0,0,0,138.3355,118.8628,136.9984,223.7684,160.5012,0,150.6852,118.7255,121.1384,0,85.9236,85.9236,0,83.6632,0
2011/7/5,0,0,0,138.4831,118.8893,136.7518,222.7437,160.1359,0,150.2413,118.5112,121.2372,0,85.8519,85.8519,0,83.5829,0,0,0,0,138.4831,118.8893,136.7518,222.7437,160.1359,0,150.2413,118.5112,121.2372,0,85.8519,85.8519,0,83.5829,0,0,0,0,138.4831,118.8893,136.7518,222.7437,160.1359,0,150.2413,118.5112,121.2372,0,85.8519,85.8519,0,83.5829,0
2011/7/6,0,0,0,138.5633,118.7968,136.0307,224.0859,162.8731,0,150.1914,117.4985,121.1892,0,86.2822,86.2822,0,83.4489,0,0,0,0,138.5633,118.7968,136.0307,224.0859,162.8731,0,150.1914,117.4985,121.1892,0,86.2822,86.2822,0,83.4489,0,0,0,0,138.5633,118.7968,136.0307,224.0859,162.8731,0,150.1914,117.4985,121.1892,0,86.2822,86.2822,0,83.4489,0
2011/7/7,0,0,0,139.0033,119.5302,137.0442,224.5274,164.4114,0,150.8628,118.6782,121.2294,0,86.2105,86.2105,0,83.4381,0,0,0,0,139.0033,119.5302,137.0442,224.5274,164.4114,0,150.8628,118.6782,121.2294,0,86.2105,86.2105,0,83.4381,0,0,0,0,139.0033,119.5302,137.0442,224.5274,164.4114,0,150.8628,118.6782,121.2294,0,86.2105,86.2105,0,83.4381,0
2011/7/8,0,0,0,139.8513,120.4295,138.1839,226.2768,164.2262,0,152.4361,119.2158,121.9254,0,86.2105,86.2105,0,83.6257,0,0,0,0,139.8513,120.4295,138.1839,226.2768,164.2262,0,152.4361,119.2158,121.9254,0,86.2105,86.2105,0,83.6257,0,0,0,0,139.8513,120.4295,138.1839,226.2768,164.2262,0,152.4361,119.2158,121.9254,0,86.2105,86.2105,0,83.6257,0
2011/7/11,0,0,0,139.3496,120.0035,138.3043,224.8024,165.6,0,152.4345,119.3333,121.6696,0,86.9994,86.9994,0,83.6257,0,0,0,0,139.3496,120.0035,138.3043,224.8024,165.6,0,152.4345,119.3333,121.6696,0,86.9994,86.9994,0,83.6257,0,0,0,0,139.3496,120.0035,138.3043,224.8024,165.6,0,152.4345,119.3333,121.6696,0,86.9994,86.9994,0,83.6257,0
2011/7/12,0,0,0,138.8246,119.2662,137.5541,223.7989,165.708,0,151.2293,118.848,121.195,0,86.9815,86.9815,0,83.1779,0,0,0,0,138.8246,119.2662,137.5541,223.7989,165.708,0,151.2293,118.848,121.195,0,86.9815,86.9815,0,83.1779,0,0,0,0,138.8246,119.2662,137.5541,223.7989,165.708,0,151.2293,118.848,121.195,0,86.9815,86.9815,0,83.1779,0
2011/7/13,0,0,0,141.4662,121.2502,139.314,227.8289,168.0696,0,153.0478,120.8989,122.3882,0,87.627,87.627,0,81.8903,0,0,0,0,141.4662,121.2502,139.314,227.8289,168.0696,0,153.0478,120.8989,122.3882,0,87.627,87.627,0,81.8903,0,0,0,0,141.4662,121.2502,139.314,227.8289,168.0696,0,153.0478,120.8989,122.3882,0,87.627,87.627,0,81.8903,0
2011/7/14,0,0,0,141.7265,121.7553,141.3025,227.079,169.6183,0,153.5003,121.5001,125.7443,0,87.3581,87.3581,0,83.3131,0,0,0,0,141.7265,121.7553,141.3025,227.079,169.6183,0,153.5003,121.5001,125.7443,0,87.3581,87.3581,0,83.3131,0,0,0,0,141.7265,121.7553,141.3025,227.079,169.6183,0,153.5003,121.5001,125.7443,0,87.3581,87.3581,0,83.3131,0
2011/7/15,0,0,0,140.9723,120.7187,139.522,225.9689,168.8156,0,153.1594,121.5447,122.3407,0,87.3401,87.3401,0,83.9055,0,0,0,0,140.9723,120.7187,139.522,225.9689,168.8156,0,153.1594,121.5447,122.3407,0,87.3401,87.3401,0,83.9055,0,0,0,0,140.9723,120.7187,139.522,225.9689,168.8156,0,153.1594,121.5447,122.3407,0,87.3401,87.3401,0,83.9055,0
2011/7/18,0,0,0,140.9639,120.5712,138.8246,227.0794,171.064,0,152.3036,121.3683,122.1457,0,87.896,87.896,0,83.4725,0,0,0,0,140.9639,120.5712,138.8246,227.0794,171.064,0,152.3036,121.3683,122.1457,0,87.896,87.896,0,83.4725,0,0,0,0,140.9639,120.5712,138.8246,227.0794,171.064,0,152.3036,121.3683,122.1457,0,87.896,87.896,0,83.4725,0
2011/7/19,0,0,0,142.9074,121.7733,139.6431,229.8942,171.9027,0,154.075,121.8195,122.3427,0,88.1291,88.1291,0,83.3121,0,0,0,0,142.9074,121.7733,139.6431,229.8942,171.9027,0,154.075,121.8195,122.3427,0,88.1291,88.1291,0,83.3121,0,0,0,0,142.9074,121.7733,139.6431,229.8942,171.9027,0,154.075,121.8195,122.3427,0,88.1291,88.1291,0,83.3121,0
2011/7/20,0,0,0,142.203,121.3383,139.7266,228.8528,170.0916,0,153.6819,121.9269,122.396,0,88.2187,88.2187,0,82.7348,0,0,0,0,142.203,121.3383,139.7266,228.8528,170.0916,0,153.6819,121.9269,122.396,0,88.2187,88.2187,0,82.7348,0,0,0,0,142.203,121.3383,139.7266,228.8528,170.0916,0,153.6819,121.9269,122.396,0,88.2187,88.2187,0,82.7348,0
2011/7/21,0,0,0,142.269,121.7054,139.9997,227.4651,171.5631,0,153.9692,122.1465,122.3789,0,88.0932,88.0932,0,82.1895,0,0,0,0,142.269,121.7054,139.9997,227.4651,171.5631,0,153.9692,122.1465,122.3789,0,88.0932,88.0932,0,82.1895,0,0,0,0,142.269,121.7054,139.9997,227.4651,171.5631,0,153.9692,122.1465,122.3789,0,88.0932,88.0932,0,82.1895,0
2011/7/22,0,0,0,142.7638,121.939,139.9861,228.6312,169.891,0,153.9635,122.1235,122.4369,0,88.3084,88.3084,0,82.1948,0,0,0,0,142.7638,121.939,139.9861,228.6312,169.891,0,153.9635,122.1235,122.4369,0,88.3084,88.3084,0,82.1948,0,0,0,0,142.7638,121.939,139.9861,228.6312,169.891,0,153.9635,122.1235,122.4369,0,88.3084,88.3084,0,82.1948,0
2011/7/25,0,0,0,141.6055,121.312,138.0704,226.5435,172.9266,0,151.6361,121.1306,121.6214,0,87.4656,87.4656,0,79.5806,0,0,0,0,141.6055,121.312,138.0704,226.5435,172.9266,0,151.6361,121.1306,121.6214,0,87.4656,87.4656,0,79.5806,0,0,0,0,141.6055,121.312,138.0704,226.5435,172.9266,0,151.6361,121.1306,121.6214,0,87.4656,87.4656,0,79.5806,0
2011/7/26,0,0,0,143.1383,122.0114,139.0524,230.5566,172.5716,0,152.7134,121.989,122.1742,0,87.8243,87.8243,0,79.741,0,0,0,0,143.1383,122.0114,139.0524,230.5566,172.5716,0,152.7134,121.989,122.1742,0,87.8243,87.8243,0,79.741,0,0,0,0,143.1383,122.0114,139.0524,230.5566,172.5716,0,152.7134,121.989,122.1742,0,87.8243,87.8243,0,79.741,0
2011/7/27,0,0,0,143.6244,122.6941,140.011,231.5944,173.1941,0,153.4514,123.04,122.9797,0,88.1649,88.1649,0,80.035,0,0,0,0,143.6244,122.6941,140.011,231.5944,173.1941,0,153.4514,123.04,122.9797,0,88.1649,88.1649,0,80.035,0,0,0,0,143.6244,122.6941,140.011,231.5944,173.1941,0,153.4514,123.04,122.9797,0,88.1649,88.1649,0,80.035,0
2011/7/28,0,0,0,142.7545,121.9298,139.0377,231.1751,172.4635,0,152.1698,122.3517,122.5113,0,88.4698,88.4698,0,79.9281,0,0,0,0,142.7545,121.9298,139.0377,231.1751,172.4635,0,152.1698,122.3517,122.5113,0,88.4698,88.4698,0,79.9281,0,0,0,0,142.7545,121.9298,139.0377,231.1751,172.4635,0,152.1698,122.3517,122.5113,0,88.4698,88.4698,0,79.9281,0
2011/7/29,0,0,0,141.9634,120.8245,138.3823,230.4017,172.1034,0,151.4331,121.7053,122.2744,0,88.3801,88.3801,0,79.4309,0,0,0,0,141.9634,120.8245,138.3823,230.4017,172.1034,0,151.4331,121.7053,122.2744,0,88.3801,88.3801,0,79.4309,0,0,0,0,141.9634,120.8245,138.3823,230.4017,172.1034,0,151.4331,121.7053,122.2744,0,88.3801,88.3801,0,79.4309,0
2011/8/1,0,0,0,143.7092,122.052,140.0744,232.9557,171.594,0,153.6476,122.1997,123.4792,0,89.2049,89.2049,0,79.864,0,0,0,0,143.7092,122.052,140.0744,232.9557,171.594,0,153.6476,122.1997,123.4792,0,89.2049,89.2049,0,79.864,0,0,0,0,143.7092,122.052,140.0744,232.9557,171.594,0,153.6476,122.1997,123.4792,0,89.2049,89.2049,0,79.864,0
2011/8/2,0,0,0,142.5756,121.5279,139.7904,228.5705,172.659,0,153.5895,121.683,123.3686,0,89.3484,89.3484,0,79.2278,0,0,0,0,142.5756,121.5279,139.7904,228.5705,172.659,0,153.5895,121.683,123.3686,0,89.3484,89.3484,0,79.2278,0,0,0,0,142.5756,121.5279,139.7904,228.5705,172.659,0,153.5895,121.683,123.3686,0,89.3484,89.3484,0,79.2278,0
2011/8/3,0,0,0,142.496,121.6058,139.9736,228.9283,177.6601,0,153.8428,121.9342,123.6848,0,89.4201,89.4201,0,79.1209,0,0,0,0,142.496,121.6058,139.9736,228.9283,177.6601,0,153.8428,121.9342,123.6848,0,89.4201,89.4201,0,79.1209,0,0,0,0,142.496,121.6058,139.9736,228.9283,177.6601,0,153.8428,121.9342,123.6848,0,89.4201,89.4201,0,79.1209,0
2011/8/4,0,0,0,141.6295,120.7124,138.7299,226.8249,177.8247,0,152.5429,121.0346,122.6742,0,89.2946,89.2946,0,79.1904,0,0,0,0,141.6295,120.7124,138.7299,226.8249,177.8247,0,152.5429,121.0346,122.6742,0,89.2946,89.2946,0,79.1904,0,0,0,0,141.6295,120.7124,138.7299,226.8249,177.8247,0,152.5429,121.0346,122.6742,0,89.2946,89.2946,0,79.1904,0
2011/8/5,0,0,0,136.8102,118.877,135.4319,216.7199,177.0324,0,148.6222,119.0123,120.8482,0,86.1926,86.1926,0,77.4155,0,0,0,0,136.8102,118.877,135.4319,216.7199,177.0324,0,148.6222,119.0123,120.8482,0,86.1926,86.1926,0,77.4155,0,0,0,0,136.8102,118.877,135.4319,216.7199,177.0324,0,148.6222,119.0123,120.8482,0,86.1926,86.1926,0,77.4155,0
2011/8/8,0,0,0,136.5269,118.7291,134.9525,213.0496,182.3781,0,148.219,118.942,120.5435,0,87.7884,87.7884,0,74.7425,0,0,0,0,136.5269,118.7291,134.9525,213.0496,182.3781,0,148.219,118.942,120.5435,0,87.7884,87.7884,0,74.7425,0,0,0,0,136.5269,118.7291,134.9525,213.0496,182.3781,0,148.219,118.942,120.5435,0,87.7884,87.7884,0,74.7425,0
2011/8/9,0,0,0,134.3152,118.0365,133.0751,209.1984,186.489,0,145.3354,119.7825,121.2153,0,87.2956,87.2956,0,75.384,0,0,0,0,134.3152,118.0365,133.0751,209.1984,186.489,0,145.3354,119.7825,121.2153,0,87.2956,87.2956,0,75.384,0,0,0,0,134.3152,118.0365,133.0751,209.1984,186.489,0,145.3354,119.7825,121.2153,0,87.2956,87.2956,0,75.384,0
2011/8/10,0,0,0,135.8661,118.7515,134.1575,212.9172,186.1392,0,146.5039,119.094,120.2857,0,87.6726,87.6726,0,75.0526,0,0,0,0,135.8661,118.7515,134.1575,212.9172,186.1392,0,146.5039,119.094,120.2857,0,87.6726,87.6726,0,75.0526,0,0,0,0,135.8661,118.7515,134.1575,212.9172,186.1392,0,146.5039,119.094,120.2857,0,87.6726,87.6726,0,75.0526,0
2011/8/11,0,0,0,137.054,119.643,135.0464,212.4288,189.0461,0,147.329,119.8814,121.3086,0,87.915,87.915,0,76.9718,0,0,0,0,137.054,119.643,135.0464,212.4288,189.0461,0,147.329,119.8814,121.3086,0,87.915,87.915,0,76.9718,0,0,0,0,137.054,119.643,135.0464,212.4288,189.0461,0,147.329,119.8814,121.3086,0,87.915,87.915,0,76.9718,0
2011/8/12,0,0,0,137.2404,119.6839,135.1323,211.6512,186.7617,0,147.3984,119.9193,121.2852,0,88.1368,88.1368,0,76.4586,0,0,0,0,137.2404,119.6839,135.1323,211.6512,186.7617,0,147.3984,119.9193,121.2852,0,88.1368,88.1368,0,76.4586,0,0,0,0,137.2404,119.6839,135.1323,211.6512,186.7617,0,147.3984,119.9193,121.2852,0,88.1368,88.1368,0,76.4586,0
2011/8/15,0,0,0,138.3028,120.4007,136.4725,213.8159,185.3623,0,148.7867,120.6535,122.4372,0,88.9616,88.9616,0,76.4586,0,0,0,0,138.3028,120.4007,136.4725,213.8159,185.3623,0,148.7867,120.6535,122.4372,0,88.9616,88.9616,0,76.4586,0,0,0,0,138.3028,120.4007,136.4725,213.8159,185.3623,0,148.7867,120.6535,122.4372,0,88.9616,88.9616,0,76.4586,0
2011/8/16,0,0,0,136.7125,119.3295,135.579,210.516,188.5471,0,148.0041,119.9596,121.5108,0,88.5767,88.5767,0,77.4191,0,0,0,0,136.7125,119.3295,135.579,210.516,188.5471,0,148.0041,119.9596,121.5108,0,88.5767,88.5767,0,77.4191,0,0,0,0,136.7125,119.3295,135.579,210.516,188.5471,0,148.0041,119.9596,121.5108,0,88.5767,88.5767,0,77.4191,0
2011/8/17,0,0,0,137.9224,119.9682,136.414,212.2645,190.0134,0,148.9004,120.35,121.9321,0,89.1265,89.1265,0,76.7979,0,0,0,0,137.9224,119.9682,136.414,212.2645,190.0134,0,148.9004,120.35,121.9321,0,89.1265,89.1265,0,76.7979,0,0,0,0,137.9224,119.9682,136.414,212.2645,190.0134,0,148.9004,120.35,121.9321,0,89.1265,89.1265,0,76.7979,0
2011/8/18,0,0,0,137.4778,119.9262,136.3865,212.0796,190.5639,0,148.866,120.1061,121.6233,0,88.5217,88.5217,0,77.0508,0,0,0,0,137.4778,119.9262,136.3865,212.0796,190.5639,0,148.866,120.1061,121.6233,0,88.5217,88.5217,0,77.0508,0,0,0,0,137.4778,119.9262,136.3865,212.0796,190.5639,0,148.866,120.1061,121.6233,0,88.5217,88.5217,0,77.0508,0
2011/8/19,0,0,0,136.7532,119.2387,135.96,211.1835,197.4687,0,148.2635,120.0033,121.2731,0,88.2285,88.2285,0,74.7919,0,0,0,0,136.7532,119.2387,135.96,211.1835,197.4687,0,148.2635,120.0033,121.2731,0,88.2285,88.2285,0,74.7919,0,0,0,0,136.7532,119.2387,135.96,211.1835,197.4687,0,148.2635,120.0033,121.2731,0,88.2285,88.2285,0,74.7919,0
2011/8/22,0,0,0,136.3044,119.4722,136.3742,210.0435,201.8832,0,148.3485,120.5181,121.6028,0,88.2651,88.2651,0,74.2694,0,0,0,0,136.3044,119.4722,136.3742,210.0435,201.8832,0,148.3485,120.5181,121.6028,0,88.2651,88.2651,0,74.2694,0,0,0,0,136.3044,119.4722,136.3742,210.0435,201.8832,0,148.3485,120.5181,121.6028,0,88.2651,88.2651,0,74.2694,0
2011/8/23,0,0,0,137.5467,120.5011,138.0574,211.9713,201.5281,0,150.2723,121.4666,122.3855,0,88.3568,88.3568,0,75.4956,0,0,0,0,137.5467,120.5011,138.0574,211.9713,201.5281,0,150.2723,121.4666,122.3855,0,88.3568,88.3568,0,75.4956,0,0,0,0,137.5467,120.5011,138.0574,211.9713,201.5281,0,150.2723,121.4666,122.3855,0,88.3568,88.3568,0,75.4956,0
2011/8/24,0,0,0,137.4327,120.3856,137.6902,211.5789,195.9766,0,149.9434,120.8795,121.8936,0,88.3751,88.3751,0,74.6479,0,0,0,0,137.4327,120.3856,137.6902,211.5789,195.9766,0,149.9434,120.8795,121.8936,0,88.3751,88.3751,0,74.6479,0,0,0,0,137.4327,120.3856,137.6902,211.5789,195.9766,0,149.9434,120.8795,121.8936,0,88.3751,88.3751,0,74.6479,0
2011/8/25,0,0,0,137.118,119.4995,137.3161,212.7348,187.0293,0,149.4661,120.5466,121.4837,0,88.2651,88.2651,0,77.6441,0,0,0,0,137.118,119.4995,137.3161,212.7348,187.0293,0,149.4661,120.5466,121.4837,0,88.2651,88.2651,0,77.6441,0,0,0,0,137.118,119.4995,137.3161,212.7348,187.0293,0,149.4661,120.5466,121.4837,0,88.2651,88.2651,0,77.6441,0
2011/8/26,0,0,0,137.1302,119.3426,136.9336,214.1772,189.2365,0,148.8382,120.3076,121.3464,0,87.9719,87.9719,0,77.1589,0,0,0,0,137.1302,119.3426,136.9336,214.1772,189.2365,0,148.8382,120.3076,121.3464,0,87.9719,87.9719,0,77.1589,0,0,0,0,137.1302,119.3426,136.9336,214.1772,189.2365,0,148.8382,120.3076,121.3464,0,87.9719,87.9719,0,77.1589,0
2011/8/29,0,0,0,137.9937,121.1248,140.1181,214.5771,193.862,0,151.6838,122.4216,123.8705,0,87.3854,87.3854,0,76.114,0,0,0,0,137.9937,121.1248,140.1181,214.5771,193.862,0,151.6838,122.4216,123.8705,0,87.3854,87.3854,0,76.114,0,0,0,0,137.9937,121.1248,140.1181,214.5771,193.862,0,151.6838,122.4216,123.8705,0,87.3854,87.3854,0,76.114,0
2011/8/30,0,0,0,139.0148,120.9861,140.1342,216.474,191.5518,0,152.0232,122.2283,123.6133,0,88.1552,88.1552,0,75.4849,0,0,0,0,139.0148,120.9861,140.1342,216.474,191.5518,0,152.0232,122.2283,123.6133,0,88.1552,88.1552,0,75.4849,0,0,0,0,139.0148,120.9861,140.1342,216.474,191.5518,0,152.0232,122.2283,123.6133,0,88.1552,88.1552,0,75.4849,0
2011/8/31,0,0,0,139.4808,121.4096,140.9588,216.8567,195.6113,0,153.2788,122.6745,123.9887,0,88.5401,88.5401,0,75.8848,0,0,0,0,139.4808,121.4096,140.9588,216.8567,195.6113,0,153.2788,122.6745,123.9887,0,88.5401,88.5401,0,75.8848,0,0,0,0,139.4808,121.4096,140.9588,216.8567,195.6113,0,153.2788,122.6745,123.9887,0,88.5401,88.5401,0,75.8848,0
2011/9/1,0,0,0,138.8537,121.147,140.5476,216.1372,193.6356,0,152.96,122.3083,123.7631,0,88.5034,88.5034,0,75.3836,0,0,0,0,138.8537,121.147,140.5476,216.1372,193.6356,0,152.96,122.3083,123.7631,0,88.5034,88.5034,0,75.3836,0,0,0,0,138.8537,121.147,140.5476,216.1372,193.6356,0,152.96,122.3083,123.7631,0,88.5034,88.5034,0,75.3836,0
2011/9/2,0,0,0,138.5456,121.0274,140.8237,215.0186,196.1515,0,153.2752,122.3273,123.9303,0,88.5584,88.5584,0,74.8612,0,0,0,0,138.5456,121.0274,140.8237,215.0186,196.1515,0,153.2752,122.3273,123.9303,0,88.5584,88.5584,0,74.8612,0,0,0,0,138.5456,121.0274,140.8237,215.0186,196.1515,0,153.2752,122.3273,123.9303,0,88.5584,88.5584,0,74.8612,0
2011/9/5,0,0,0,137.0801,120.1839,140.2581,213.0753,200.9673,0,152.4844,122.3602,123.8258,0,87.9719,87.9719,0,73.2618,0,0,0,0,137.0801,120.1839,140.2581,213.0753,200.9673,0,152.4844,122.3602,123.8258,0,87.9719,87.9719,0,73.2618,0,0,0,0,137.0801,120.1839,140.2581,213.0753,200.9673,0,152.4844,122.3602,123.8258,0,87.9719,87.9719,0,73.2618,0
2011/9/6,0,0,0,136.8607,119.753,139.5781,212.5493,203.3598,0,151.644,121.905,123.6254,0,87.8619,87.8619,0,72.9633,0,0,0,0,136.8607,119.753,139.5781,212.5493,203.3598,0,151.644,121.905,123.6254,0,87.8619,87.8619,0,72.9633,0,0,0,0,136.8607,119.753,139.5781,212.5493,203.3598,0,151.644,121.905,123.6254,0,87.8619,87.8619,0,72.9633,0
2011/9/7,0,0,0,138.5634,120.741,140.9395,215.127,194.8447,0,153.2667,122.4237,124.4144,0,88.4301,88.4301,0,73.9975,0,0,0,0,138.5634,120.741,140.9395,215.127,194.8447,0,153.2667,122.4237,124.4144,0,88.4301,88.4301,0,73.9975,0,0,0,0,138.5634,120.741,140.9395,215.127,194.8447,0,153.2667,122.4237,124.4144,0,88.4301,88.4301,0,73.9975,0
2011/9/8,0,0,0,138.2234,120.5471,140.3123,214.8112,196.5425,0,152.9601,121.7359,123.9584,0,88.0269,88.0269,0,73.635,0,0,0,0,138.2234,120.5471,140.3123,214.8112,196.5425,0,152.9601,121.7359,123.9584,0,88.0269,88.0269,0,73.635,0,0,0,0,138.2234,120.5471,140.3123,214.8112,196.5425,0,152.9601,121.7359,123.9584,0,88.0269,88.0269,0,73.635,0
2011/9/9,0,0,0,138.4698,120.8052,140.9063,214.8551,199.7891,0,153.5578,122.0156,124.4839,0,87.807,87.807,0,73.635,0,0,0,0,138.4698,120.8052,140.9063,214.8551,199.7891,0,153.5578,122.0156,124.4839,0,87.807,87.807,0,73.635,0,0,0,0,138.4698,120.8052,140.9063,214.8551,199.7891,0,153.5578,122.0156,124.4839,0,87.807,87.807,0,73.635,0
2011/9/13,0,0,0,137.0543,119.5715,138.2894,211.6015,194.7881,0,151.0866,120.5268,122.8018,0,87.6603,87.6603,0,73.3014,0,0,0,0,137.0543,119.5715,138.2894,211.6015,194.7881,0,151.0866,120.5268,122.8018,0,87.6603,87.6603,0,73.3014,0,0,0,0,137.0543,119.5715,138.2894,211.6015,194.7881,0,151.0866,120.5268,122.8018,0,87.6603,87.6603,0,73.3014,0
2011/9/14,0,0,0,135.2164,118.0755,136.8717,208.2715,194.6543,0,149.5919,119.2545,121.7026,0,87.2388,87.2388,0,72.5555,0,0,0,0,135.2164,118.0755,136.8717,208.2715,194.6543,0,149.5919,119.2545,121.7026,0,87.2388,87.2388,0,72.5555,0,0,0,0,135.2164,118.0755,136.8717,208.2715,194.6543,0,149.5919,119.2545,121.7026,0,87.2388,87.2388,0,72.5555,0
2011/9/15,0,0,0,135.0528,117.7403,137.0166,208.5613,193.2188,0,149.7609,119.4464,121.8067,0,86.9456,86.9456,0,72.8207,0,0,0,0,135.0528,117.7403,137.0166,208.5613,193.2188,0,149.7609,119.4464,121.8067,0,86.9456,86.9456,0,72.8207,0,0,0,0,135.0528,117.7403,137.0166,208.5613,193.2188,0,149.7609,119.4464,121.8067,0,86.9456,86.9456,0,72.8207,0
2011/9/16,0,0,0,135.8416,118.3469,136.678,210.5956,188.2641,0,149.3799,119.229,121.764,0,86.7256,86.7256,0,72.7973,0,0,0,0,135.8416,118.3469,136.678,210.5956,188.2641,0,149.3799,119.229,121.764,0,86.7256,86.7256,0,72.7973,0,0,0,0,135.8416,118.3469,136.678,210.5956,188.2641,0,149.3799,119.229,121.764,0,86.7256,86.7256,0,72.7973,0
2011/9/19,0,0,0,131.8741,116.494,134.5542,203.3494,194.4588,0,147.1211,117.8815,120.3079,0,84.7096,84.7096,0,71.0247,0,0,0,0,131.8741,116.494,134.5542,203.3494,194.4588,0,147.1211,117.8815,120.3079,0,84.7096,84.7096,0,71.0247,0,0,0,0,131.8741,116.494,134.5542,203.3494,194.4588,0,147.1211,117.8815,120.3079,0,84.7096,84.7096,0,71.0247,0
2011/9/20,0,0,0,131.9266,116.9766,135.3614,203.1919,189.751,0,148.1984,118.386,120.9276,0,84.508,84.508,0,71.9829,0,0,0,0,131.9266,116.9766,135.3614,203.1919,189.751,0,148.1984,118.386,120.9276,0,84.508,84.508,0,71.9829,0,0,0,0,131.9266,116.9766,135.3614,203.1919,189.751,0,148.1984,118.386,120.9276,0,84.508,84.508,0,71.9829,0
2011/9/21,0,0,0,132.4046,117.2203,135.1352,203.9298,193.0439,0,147.9083,118.0938,120.7323,0,84.9112,84.9112,0,73.601,0,0,0,0,132.4046,117.2203,135.1352,203.9298,193.0439,0,147.9083,118.0938,120.7323,0,84.9112,84.9112,0,73.601,0,0,0,0,132.4046,117.2203,135.1352,203.9298,193.0439,0,147.9083,118.0938,120.7323,0,84.9112,84.9112,0,73.601,0
2011/9/22,0,0,0,128.6824,115.4328,132.6415,196.4569,188.8301,0,145.242,116.3014,119.1486,0,83.7199,83.7199,0,71.4452,0,0,0,0,128.6824,115.4328,132.6415,196.4569,188.8301,0,145.242,116.3014,119.1486,0,83.7199,83.7199,0,71.4452,0,0,0,0,128.6824,115.4328,132.6415,196.4569,188.8301,0,145.242,116.3014,119.1486,0,83.7199,83.7199,0,71.4452,0
2011/9/23,0,0,0,124.5687,112.45,128.563,186.5417,185.8613,0,140.8504,113.3288,115.6254,0,82.7302,82.7302,0,71.0141,0,0,0,0,124.5687,112.45,128.563,186.5417,185.8613,0,140.8504,113.3288,115.6254,0,82.7302,82.7302,0,71.0141,0,0,0,0,124.5687,112.45,128.563,186.5417,185.8613,0,140.8504,113.3288,115.6254,0,82.7302,82.7302,0,71.0141,0
2011/9/26,0,0,0,120.1104,109.9368,124.5224,177.1613,175.9313,0,135.2137,111.1084,112.9378,0,80.6043,80.6043,0,69.3426,0,0,0,0,120.1104,109.9368,124.5224,177.1613,175.9313,0,135.2137,111.1084,112.9378,0,80.6043,80.6043,0,69.3426,0,0,0,0,120.1104,109.9368,124.5224,177.1613,175.9313,0,135.2137,111.1084,112.9378,0,80.6043,80.6043,0,69.3426,0
2011/9/27,0,0,0,123.1496,112.431,127.763,183.1059,175.674,0,138.8959,113.3937,115.5149,0,81.5206,81.5206,0,70.4818,0,0,0,0,123.1496,112.431,127.763,183.1059,175.674,0,138.8959,113.3937,115.5149,0,81.5206,81.5206,0,70.4818,0,0,0,0,123.1496,112.431,127.763,183.1059,175.674,0,138.8959,113.3937,115.5149,0,81.5206,81.5206,0,70.4818,0
2011/9/28,0,0,0,122.0132,111.4815,126.1293,183.6146,175.5763,0,137.1987,112.101,114.269,0,80.6959,80.6959,0,69.694,0,0,0,0,122.0132,111.4815,126.1293,183.6146,175.5763,0,137.1987,112.101,114.269,0,80.6959,80.6959,0,69.694,0,0,0,0,122.0132,111.4815,126.1293,183.6146,175.5763,0,137.1987,112.101,114.269,0,80.6959,80.6959,0,69.694,0
